filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
ambulance217.wav,0.1397129446268081,0.0866492614150047,1718.6020127672105,1358.2522539646295,2621.874530498798,0.118755634014423,-288.0233764648437,114.70452117919922,-49.96798324584961,13.367616653442385,-8.920589447021484,42.23477554321289,18.25350570678711,-5.41917896270752,-20.288911819458008,0.0180222075432539,21.039152145385746,21.560863494873047,-2.039799213409424,-11.90788745880127,4.91285514831543,13.993547439575195,2.139967918395996,-1.0125778913497925,-5.569258689880371,5.022685050964356,Emergency_Vehicle_Sirens
ambulance614.wav,0.1571520268917083,0.3116433322429657,2124.1735589668474,1696.108124770137,3580.7232196514424,0.155498798076923,-70.08309936523438,98.37352752685548,-64.85347747802734,-14.864296913146973,-34.134395599365234,2.591745138168335,5.412676811218262,3.686671733856201,-29.56073760986328,-5.449554920196533,-7.855323314666748,-2.383164405822754,-20.189186096191406,-8.85091781616211,-7.337552547454834,-9.583913803100586,-6.0746002197265625,7.512114524841309,-12.908148765563965,-4.62404727935791,Emergency_Vehicle_Sirens
ambulance296.wav,0.1306144744157791,0.1047296822071075,1135.4780408111458,1637.7763574602727,1971.5303861177888,0.0836369441105769,-225.15798950195312,140.6053009033203,-3.4399304389953613,23.93222427368164,2.865078926086426,7.803343772888184,17.403491973876953,31.118867874145508,16.166902542114258,7.424744606018066,-8.83770751953125,-6.337936878204346,0.079239085316658,16.186857223510742,7.6188459396362305,6.098398685455322,0.359854519367218,-2.2751739025115967,-4.145102500915527,12.254273414611816,Emergency_Vehicle_Sirens
ambulance842.wav,0.3403749167919159,0.0166403800249099,1121.8694952801372,1463.6946316648448,1922.045428936298,0.0768479567307692,-337.97509765625,170.47055053710938,-24.39433479309082,10.95677661895752,10.82769775390625,25.81966018676757,-3.044214963912964,13.671483039855955,1.5543551445007324,11.241693496704102,-2.2542786598205566,0.5559939742088318,-4.280982494354248,7.1926751136779785,2.134053945541382,8.447919845581055,-2.592149019241333,-1.0221078395843506,-12.16356086730957,1.0636961460113523,Emergency_Vehicle_Sirens
road855.wav,0.5157872438430786,0.0898270159959793,1971.31808180292,2248.1396029046964,4054.146452872984,0.0904442571824596,-88.49646759033203,113.96198272705078,-16.151613235473633,14.085728645324709,-11.43033218383789,-0.4169739782810211,-0.3949351012706756,-3.133288860321045,-6.43502140045166,-0.0762533918023109,-6.530791759490967,-2.6436893939971924,-5.490696907043457,-1.663775086402893,-9.92013454437256,-4.0931549072265625,-12.266289710998535,-5.6612958908081055,-10.810694694519045,-5.942705631256104,Road_Noises
ambulance144.wav,0.3669963777065277,0.2768296897411346,1331.8762116086536,1393.5689531017397,2498.058612530048,0.0899094801682692,-66.38446807861328,154.75413513183594,-57.13203430175781,30.73697090148925,-7.190534591674805,10.694368362426758,22.13444328308105,32.00900650024414,9.16434097290039,3.876051425933838,-0.9646872878074646,10.351438522338867,-5.943051338195801,-1.450789213180542,-0.5319309830665588,11.232535362243652,3.046865224838257,3.826626777648926,-3.591452121734619,2.4944005012512207,Emergency_Vehicle_Sirens
road205.wav,0.5501123666763306,0.1151434034109115,2008.2420670643448,2552.867818737998,4739.725884980562,0.0568660754336124,-101.83872985839844,103.050537109375,-1.5697194337844849,14.849309921264648,12.50835132598877,17.004928588867188,6.085527420043945,14.819830894470217,-0.7729514241218567,6.933042526245117,5.436119079589844,13.424086570739746,1.0070706605911257,3.485023260116577,4.950973510742188,9.414384841918944,2.0012242794036865,1.936867833137512,-4.430123329162598,2.340039014816284,Road_Noises
ambulance349.wav,0.1769343614578247,0.0855716913938522,1405.0172429183294,1796.1258947720808,2540.710918719952,0.0919095552884615,-220.512939453125,125.37686157226562,-14.982789993286133,21.49799346923828,10.784852981567385,26.974708557128903,26.04596328735352,10.51638889312744,-3.038669347763061,8.921242713928223,6.030819416046143,7.377482414245605,3.2542500495910645,1.132049798965454,0.5686444044113159,6.688893795013428,-2.7715885639190674,-1.2168952226638794,2.360607624053955,5.813186168670654,Emergency_Vehicle_Sirens
road689.wav,0.5830903053283691,0.0647508800029754,883.0717682252571,1575.7982952778289,1424.8449377111488,0.0303144941816816,-237.1087188720703,174.23876953125,11.369171142578123,4.367043972015381,9.566551208496094,18.51869201660156,9.228885650634766,16.710248947143555,-0.2370713651180267,-0.2867194414138794,5.502068996429443,4.605360984802246,-5.427689075469971,3.1468684673309326,-3.1765594482421875,1.663581132888794,0.1773815006017685,2.5629324913024902,1.1990642547607422,4.294835567474365,Road_Noises
road57.wav,0.5124608278274536,0.1033243983983993,1595.0383730966423,1728.0806027593646,3097.8763995784343,0.0679726175742574,-128.23464965820312,132.65155029296875,-49.52336883544922,23.16789436340332,-2.195831537246704,29.855937957763672,9.074872970581056,19.870325088500977,7.086751461029053,11.267013549804688,0.6492941975593567,3.0884578227996826,-3.045249938964844,-0.4224415123462677,-3.96541428565979,0.4910891354084015,-3.1658077239990234,-0.1781592816114425,-2.9906563758850098,0.7199511528015137,Road_Noises
